company_name,attack,year_attack,Size_of_Group_Composition,BvD_independent_indicator,Number_of_shareholders,Number_of_effective_beneficiaries_def_10_10,Number_of_effective_beneficiaries_def_10_50,Number_of_effective_beneficiaries_def_25_25,Number_of_leaders,Number_of_current_leaders,Number_of_Previous_Leader,DM_As_any_category,Manager_Gender,Manager_Age,Manager_Age_group,Director_Also_shareholder,Manager_Number_of_companies_in_which_a_function_is_held,diffmoy_Price_earnings_per_share_average,diffmoy_Average_share_return,diffmoy_Capitalization_Equity,diffmoy_Capitalization_Total_balance_sheet_Tobins_Q,diffmoy_Equity_per_share_EUR,diffmoy_Bankruptcy_probability,diffmoy_Debt_coefficient,diffmoy_Solvency,diffmoy_Returns_invested_capital,diffmoy_Returns_net_equity,diffmoy_ROA_from_profit_before_taxes,diffmoy_ROCE_from_net_income1,diffmoy_R&D_expenditure_Operating_income,diffmoy_Performance
ANEVIA,0,,3,A+,12,2,2,0,22,13,14,Non,H,60,56 - 65,Oui,3,61.04201577,,-15.84260671,-0.195887538,-109.0914276,5.226078799,-3.194029851,-4.166311301,-11.96512632,,-5.023609023,18.12976012,-2.130997054,-8.678090395
ANTALIS,0,,135,D,3,0,0,0,30,14,18,Oui,H,58,56 - 65,Non,7,,,,,,1.226078799,-3.194029851,-4.166311301,15.09387368,12.44831974,2.523390977,15.50176012,-2.130997054,-4.362090395
AP,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
APEM SA,0,,44,D,2,0,0,0,23,13,12,Non,H,57,56 - 65,Non,10,,,,,,-0.773921201,2.805970149,4.833688699,,,,,,
APRIL SA,0,,111,D,10,0,0,0,43,17,31,Oui,H,64,56 - 65,Non,10,-3.182984234,,-2.445606707,-1.314887538,-93.81742759,-0.773921201,,,,12.94631974,4.197390977,,,6.460909605
AQUILA,0,,3,B+,4,3,3,2,8,8,1,Non,H,51,46 - 55,Non,6,-12.08398423,,1.433393293,0.306112462,-107.2564276,-1.773921201,,,48.46587368,47.12031974,18.46839098,35.08276012,-2.130997054,1.019909605
ARCELORMITTAL FRANCE,0,,1049,D,2,3,0,3,19,6,14,Oui,H,68,66 - 75,Non,6,,,,,,-0.773921201,0.805970149,-0.166311301,,,,,,
ARCHOS,0,,16,A+,7,0,0,0,22,12,15,Non,H,69,66 - 75,Oui,4,,,-2.149606707,-1.156887538,-107.6064276,-0.773921201,1.805970149,0.833688699,3.736873684,-1.025680263,-1.208609023,4.68676012,-0.675997054,-6.759090395
ARCURE,0,,0,A+,15,1,1,0,13,12,8,Non,H,53,46 - 55,Oui,3,,,,,,0.226078799,,,-12.47512632,-30.32868026,-10.24260902,2.04576012,32.48700295,-26.5810904
AREVA,0,,,D,2,0,0,0,104,38,73,Oui,H,72,66 - 75,Non,2,,,,,,4.226078799,-3.194029851,-4.166311301,,,0.117390977,,-1.962997054,-10.6550904
ARGAN,0,,2015,B+,32,1,1,0,19,15,10,Non,H,54,46 - 55,Non,1,-24.21698423,-3.655752252,-2.306606707,-1.279887538,-82.16742759,-0.773921201,-2.194029851,0.833688699,18.72287368,30.77331974,10.27539098,20.02376012,-2.130997054,
ARKEMA,0,,274,A+,77,0,0,0,61,57,10,Oui,H,57,56 - 65,Non,6,-15.08598423,-4.697752252,-1.587606707,-0.826887538,-52.72442759,0.226078799,-3.194029851,-2.166311301,17.40387368,20.74931974,8.588390977,15.87676012,0.803002946,3.491909605
ARKOON NETWORK SECURITY S.A.,0,,404,D,2,0,0,0,24,8,17,Non,H,56,56 - 65,Non,1,,,,,,0.226078799,-3.194029851,-4.166311301,,,,,,
ARTEA,0,,36,D,4,1,1,1,24,13,14,Non,H,58,56 - 65,Non,36,-7.209984234,,-2.199606707,-1.251887538,-95.81342759,3.226078799,-3.194029851,-1.166311301,12.81387368,12.68431974,3.940390977,13.47876012,-2.130997054,19.0899096
ARTEFACT,0,,36,A+,15,0,0,0,36,18,21,Non,H,57,56 - 65,Non,3,92.90501577,,-1.148606707,-1.092887538,-107.5274276,4.226078799,-3.194029851,-4.166311301,13.17987368,13.96631974,3.636390977,10.88976012,-2.130997054,-3.324090395
ARTMARKET COM,0,,3,B,6,2,2,2,8,7,3,Non,H,58,56 - 65,Oui,9,90.05001577,,1.450393293,2.730112462,-106.3904276,-1.773921201,2.805970149,0.833688699,13.61587368,12.47431974,7.591390977,12.36676012,-2.130997054,10.4199096
ARTSNET,0,,0,U,0,0,0,0,6,3,4,Non,H,39,36 - 45,Non,2,,,,,,,,,,,,,,
AS,0,,0,B-,2,1,1,1,7,5,2,Non,H,42,36 - 45,Oui,3,44.71701577,,10.59739329,5.776112462,-108.5434276,0.226078799,2.805970149,1.833688699,,15.39831974,6.668390977,,,2.125909605
ASAP SA,0,,0,U,0,0,0,0,17,16,1,Non,F,53,46 - 55,Non,1,,,,,,,,,,,,,,
ASHLER ET MANSON,0,,3,D,5,1,1,1,5,5,5,Non,H,41,36 - 45,Oui,6,,,123.8163933,4.769112462,-108.8284276,-1.773921201,,,,-151.9546803,-6.213609023,,-2.130997054,-11.9130904
ASSYSTEM,0,,69,D,21,2,1,1,31,16,21,Non,H,69,66 - 75,Non,12,-11.01398423,,-0.803606707,-0.785887538,-97.99342759,1.226078799,-2.194029851,-1.166311301,12.15687368,9.803319737,2.955390977,21.00676012,-2.130997054,-2.387090395
ASTELLIA S.A.,0,,43,D,1,1,1,1,30,13,22,Non,H,61,56 - 65,Oui,24,,,,,,4.226078799,-1.194029851,-0.166311301,6.856873684,4.247319737,1.094390977,7.54976012,-2.130997054,-5.595090395
ATARI SA,0,,28,A+,8,0,0,0,22,16,14,Non,H,57,56 - 65,Oui,7,-21.67098423,,2.983393293,0.699112462,-108.8084276,3.226078799,-3.194029851,-4.166311301,94.90987368,110.1643197,40.21539098,96.21076012,14.90900295,29.8009096
ATEME,0,,6,A+,35,1,1,1,36,20,21,Non,H,57,56 - 65,Oui,4,-6.209984234,,1.119393293,0.554112462,-107.4424276,1.226078799,0.805970149,1.833688699,20.43487368,21.81031974,9.485390977,21.73576012,13.68900295,1.054909605
ATOS SE,0,,345,A+,83,0,0,0,62,41,44,Oui,H,65,56 - 65,Non,8,-12.97698423,-5.599752252,-1.068606707,-0.819887538,-62.75042759,-1.773921201,-3.194029851,-4.166311301,17.44887368,22.07031974,7.474390977,16.39876012,-2.130997054,1.616909605
ATOUT EUROLAND,0,,0,U,1,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
AUBAY,0,,11,A+,42,2,2,0,27,17,19,Non,H,72,66 - 75,Oui,2,-14.45298423,-5.674752252,-0.502606707,-0.292887538,-99.17342759,-1.773921201,-2.194029851,-0.166311301,28.27887368,29.89031974,13.09339098,23.57876012,-2.130997054,4.431909605
AUDIENCE LABS,0,,0,B+,16,5,5,0,5,5,3,Non,H,42,36 - 45,Non,1,,,,,,-0.773921201,2.805970149,1.833688699,,0.196319737,-3.623609023,,-2.130997054,-27.6960904
AUDIKA GROUPE,0,,157,D,1,6,6,6,22,9,18,Non,H,72,66 - 75,Non,21,,,,,,-2.773921201,,,,,,,,
AUFEMININ,0,,1454,D,2,2,0,2,30,7,25,Non,F,53,46 - 55,Non,1,,,,,,-1.773921201,1.805970149,0.833688699,20.79687368,19.62231974,10.35139098,17.41376012,-2.130997054,11.7049096
AUGROS COSMETIC PACKAGING,0,,0,D,4,4,4,3,33,22,13,Non,H,86,> 75,Non,2,,,0.328393293,-1.036887538,-108.0504276,1.226078799,-3.194029851,-3.166311301,-6.979126316,-14.03168026,-1.484609023,-5.67823988,-2.130997054,-6.252090395
AUM EMERGING EQUITY,0,,0,U,2,0,0,0,2,2,0,Non,,53,46 - 55,Non,3,,,,,,,,,,,,,,
AUM EUROPE EQUITY,0,,0,U,2,0,0,0,2,2,0,Non,,53,46 - 55,Non,3,,,,,,,,,,,,,,
AUPLATA MINING GROUP AMG,0,,5,B+,4,1,1,0,25,7,20,Non,H,50,46 - 55,Non,4,,,-1.535606707,-0.540887538,-103.2194276,4.226078799,2.805970149,2.833688699,-21.78212632,-34.68268026,-23.70760902,-21.88823988,-2.130997054,
AUREA,0,,31,C+,19,2,1,1,9,8,5,Non,H,75,66 - 75,Oui,8,76.77001577,-5.658752252,-2.324606707,-1.146887538,-102.5644276,-0.773921201,1.805970149,2.833688699,8.582873684,6.599319737,1.959390977,10.08776012,-2.130997054,-4.508090395
AURES TECHNOLOGIES,0,,9,B+,25,1,1,1,39,35,7,Non,H,64,56 - 65,Oui,9,-14.09498423,-4.878752252,0.446393293,0.041112462,-103.5724276,0.226078799,2.805970149,-0.166311301,52.10587368,46.67431974,19.81339098,40.32076012,-2.130997054,6.480909605
AUSY,0,,497,D,4,1,1,1,21,9,16,Non,H,49,46 - 55,Non,246,,,,,,-1.773921201,,,,,,,,
AUTO ESCAPE,0,,248,D,1,1,1,1,16,4,13,Non,H,49,46 - 55,Non,206,,,,,,1.226078799,2.805970149,5.833688699,,,,,,
AUTOLUBRIFICATION PRODUITS DE SYNTHESE,0,,30,D,1,2,0,1,17,3,15,Non,H,53,46 - 55,Non,1,,,,,,1.226078799,2.805970149,-1.166311301,,,,,,
AUTOMOBILES CHATENET S.A.,0,,2,D,2,1,1,1,7,5,3,Non,H,48,46 - 55,Non,2,,,,,,-0.773921201,3.805970149,2.833688699,,,,,,
AUTOROUTES DU SUD DE LA FRANCE,0,,3887,D,2,0,0,0,56,24,35,Oui,H,57,56 - 65,Non,113,,,,,,-1.773921201,-3.194029851,-4.166311301,,,,,,
AUTOROUTES PARIS-RHIN-RHONE SA,0,,781,D,2,23,0,0,54,24,36,Oui,H,61,56 - 65,Non,13,,,,,,-1.773921201,-3.194029851,-4.166311301,,,,,,
AVENIR TELECOM,0,,25,A+,5,1,1,0,29,16,16,Non,H,58,56 - 65,Oui,19,-19.17198423,,-3.483606707,-1.382887538,-109.2154276,,-3.194029851,-4.166311301,,,8.154390977,,-2.130997054,0.444909605
AVERYS,0,,41,D,4,0,0,0,22,15,10,Non,H,57,56 - 65,Non,13,,,,,,-0.773921201,2.805970149,-2.166311301,,,,,,
AWOX,0,,7,A+,9,3,3,0,23,9,19,Non,H,55,46 - 55,Non,6,,,-2.255606707,-1.184887538,-106.3214276,4.226078799,-1.194029851,-0.166311301,-32.32912632,-56.36068026,-24.82660902,-31.02823988,25.79500295,-58.6430904
AXA AEDIFICANDI,0,,0,U,3,0,0,0,24,7,17,Non,H,43,36 - 45,Non,9,,,,,,,,,,,,,,
AXA BANQUE,0,,1227,D,3,0,0,0,52,13,47,Non,H,52,46 - 55,Non,9,,,,,,-1.773921201,,,,8.069319737,1.794390977,,,0.321909605
AXA SA,0,,1227,A+,81,0,0,0,104,67,61,Non,H,59,56 - 65,Non,20,-19.79698423,,-2.311606707,-1.539887538,-83.09242759,-1.773921201,,,,19.94431974,2.682390977,,,4.433909605
AXWAY SOFTWARE,0,,180,B+,41,26,19,21,32,22,13,Non,H,85,> 75,Non,34,-11.24298423,-6.191752252,-1.527606707,-0.451887538,-91.01042759,-1.773921201,-1.194029851,-0.166311301,15.85987368,15.50731974,8.029390977,16.27076012,14.74700295,6.424909605
AZEO SA,0,,0,U,0,0,0,0,3,3,0,Oui,H,87,> 75,Non,8,,,,,,,,,,,,,,
BAC MAJESTIC,0,,33,D,1,1,1,1,24,19,6,Non,H,64,56 - 65,Non,9,,,,,,4.226078799,,,,,,,,
BACCARAT,0,,11,D,5,3,3,3,38,14,29,Oui,H,45,36 - 45,Non,10,53.59001577,,0.569393293,-0.341887538,-49.30642759,-0.773921201,-0.194029851,-0.166311301,12.80387368,14.13131974,4.372390977,12.23576012,-2.130997054,-2.077090395
BAIKOWSKI,0,,7,B+,16,6,6,4,41,23,26,Non,H,48,46 - 55,Oui,19,,,,,,0.226078799,2.805970149,1.833688699,,,,,,
BALYO,0,,5,A+,25,0,0,0,30,16,20,Oui,H,49,46 - 55,Oui,4,,,,,,5.226078799,-3.194029851,-4.166311301,,,-62.42160902,,42.91100295,
BANQUE COURTOIS,0,,1009,D,2,0,0,0,57,16,49,Oui,F,57,56 - 65,Non,26,,,,,,-2.773921201,,,,44.54631974,2.961390977,,,25.9579096
BANQUE DE SAVOIE SA,0,,,D,2,0,0,0,52,15,39,Oui,H,59,56 - 65,Non,102,,,,,,-2.773921201,,,,21.16631974,2.384390977,,,17.7509096
BANQUE TARNEAUD,0,,1009,D,2,0,0,0,75,24,60,Non,H,76,> 75,Non,4,,,,,,-2.773921201,,,,31.98531974,2.726390977,,,20.3199096
BANQUE TRANSATLANTIQUE SA,0,,548,D,1,0,0,0,53,33,37,Oui,H,78,> 75,Non,4,,,,,,-2.773921201,,,,35.38831974,3.076390977,,,34.5859096
BARBARA BUI SA,0,,5,B+,6,2,2,1,19,11,10,Non,H,64,56 - 65,Oui,2,-10.52498423,,-1.981606707,-0.972887538,-99.81242759,1.226078799,2.805970149,1.833688699,23.52687368,26.41931974,11.88939098,15.90676012,-2.130997054,1.735909605
BARPHONE SA,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
BASSAC,0,,467,D,10,1,1,1,30,19,20,Non,H,50,46 - 55,Non,2,-17.54198423,,-1.337606707,-0.943887538,-87.99942759,-1.773921201,2.805970149,0.833688699,25.58487368,31.41231974,10.49039098,19.45076012,-2.130997054,7.486909605
BASTIDE LE CONFORT MEDICAL,0,,64,D,29,3,3,2,30,19,20,Non,H,81,> 75,Non,5,-8.793984234,-6.211752252,-0.863606707,-0.856887538,-100.7734276,-1.773921201,-2.194029851,-1.166311301,21.52287368,25.93831974,7.944390977,18.11876012,-2.130997054,1.316909605
BATI LEASE SA,0,,816,D,2,0,0,0,37,9,28,Non,H,55,46 - 55,Non,14,,,,,,-1.773921201,,,,23.43131974,2.860390977,,,48.9369096
BATLA MINERALS,0,,29,B+,5,1,1,0,14,9,8,Non,H,47,46 - 55,Non,12,-21.10598423,,-2.622606707,-1.151887538,-106.4254276,-0.773921201,-2.194029851,-2.166311301,38.89187368,33.50531974,21.72039098,26.68576012,-2.130997054,13.4169096
BAZAR DE L HOTEL DE VILLE - BHV SA,0,,62,D,1,2,1,0,14,6,9,Oui,F,71,66 - 75,Non,7,,,,,,-2.773921201,3.805970149,5.833688699,,,,,,
BD MULTI MEDIA,0,,4,B+,12,1,1,1,13,9,6,Non,H,71,66 - 75,Oui,7,,,-1.248606707,-0.821887538,-107.7124276,3.226078799,2.805970149,0.833688699,-62.54812632,-65.68568026,-26.44760902,-61.51323988,-2.130997054,-33.5110904
BEL,0,,84,D,7,12,1,7,48,15,35,Non,H,56,56 - 65,Non,21,-12.05698423,-5.559752252,-1.253606707,-0.755887538,136.9965724,-1.773921201,-3.194029851,-3.166311301,18.76187368,24.13331974,9.410390977,16.95976012,-1.504997054,5.502909605
BENETEAU,0,,44,D,33,0,0,0,35,19,27,Oui,H,61,56 - 65,Non,2,10.86301577,-6.691752252,-1.790606707,-0.761887538,-102.4114276,0.226078799,3.805970149,1.833688699,12.88287368,12.07331974,5.175390977,13.05076012,-2.130997054,-1.806090395
BERGER-LEVRAULT S.A.,0,,57,D,1,6,3,4,29,14,18,Non,H,64,56 - 65,Non,19,,,,,,0.226078799,-3.194029851,-1.166311301,,,,,,
BERGER SA,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
BERNARD LOISEAU SA,0,,7,D,8,5,1,1,16,14,6,Non,F,67,66 - 75,Oui,8,,,-2.755606707,-1.320887538,-101.7134276,-0.773921201,1.805970149,1.833688699,0.463873684,-3.539680263,-3.906609023,4.54676012,-2.130997054,-15.1690904
BIGBEN INTERACTIVE,0,,23,B+,30,2,1,1,40,29,22,Non,H,61,56 - 65,Oui,6,-16.81598423,,-2.365606707,-1.071887538,-101.9264276,-0.773921201,0.805970149,-1.166311301,16.82087368,15.76131974,7.577390977,15.79276012,-1.944997054,1.085909605
BILENDI,0,,18,A+,25,3,3,1,44,37,9,Non,H,54,46 - 55,Oui,13,-14.74298423,,-1.281606707,-0.744887538,-105.7154276,-0.773921201,-3.194029851,-3.166311301,18.52187368,22.69431974,8.989390977,17.32476012,-2.130997054,2.973909605
BIO-UV GROUP,0,,3,B+,16,1,1,1,13,10,8,Non,H,65,56 - 65,Oui,4,,,,,,3.226078799,1.805970149,2.833688699,21.86187368,28.59131974,9.699390977,22.52376012,-2.130997054,9.455909605
BIOCORP PRODUCTION,0,,0,D,10,1,1,1,20,13,13,Non,H,72,66 - 75,Oui,4,,,2.146393293,1.523112462,-106.9944276,1.226078799,2.805970149,-0.166311301,-53.00912632,-68.31768026,-41.48160902,-49.08623988,65.16800295,
BIOM' UP,0,,3,A+,29,2,2,2,47,24,28,Oui,H,63,56 - 65,Oui,7,,,,,,5.226078799,-3.194029851,-4.166311301,-79.38112632,-213.7486803,-58.26160902,-78.08023988,,
BIOMERIEUX SA,0,,110,D,36,2,2,1,37,25,26,Oui,H,71,66 - 75,Non,12,-1.329984234,-6.722752252,0.209393293,0.243112462,-95.14142759,-1.773921201,-0.194029851,-1.166311301,19.55087368,22.09631974,10.27339098,17.32176012,10.50700295,7.318909605
BIOPHYTIS,0,,3,A+,11,0,0,0,25,19,8,Oui,H,55,46 - 55,Oui,2,,,2.072393293,1.257112462,-108.1144276,-0.773921201,2.805970149,-1.166311301,-137.2631263,-169.9016803,-93.05360902,-135.9622399,,
BIOSYNEX,0,,2,B+,9,1,1,1,10,6,6,Non,H,65,56 - 65,Oui,22,,,-2.549606707,-1.176887538,-105.6434276,4.226078799,-3.194029851,-4.166311301,7.333873684,4.768319737,0.887390977,9.31976012,-1.665997054,-5.935090395
BISCUITS GARDEIL,0,,23,D,2,4,4,1,8,3,7,Non,H,85,> 75,Non,19,,,,,,-1.773921201,2.805970149,3.833688699,,,,,,
BLEECKER,0,,23,A+,8,5,5,0,11,9,6,Non,F,47,46 - 55,Oui,81,-16.76298423,,-2.695606707,-1.425887538,35.01257241,-0.773921201,-1.194029851,-0.166311301,12.26487368,11.22931974,3.383390977,13.40976012,-2.130997054,26.1219096
BLUE SHARK POWER SYSTEM,0,,0,U,1,0,0,0,5,5,3,Non,H,64,56 - 65,Non,1,,,,,,-1.773921201,3.805970149,5.833688699,,-6.010680263,-9.740609023,,,
BLUE SOLUTIONS,0,,1999,D,1,1,1,1,37,27,16,Oui,H,68,66 - 75,Oui,26,,,,,,-0.773921201,2.805970149,2.833688699,8.676873684,7.015319737,2.308390977,9.28076012,-2.130997054,-3.679090395
BLUELINEA,0,,4,A+,10,5,5,0,17,12,9,Non,H,77,> 75,Non,2,,,-0.288606707,0.384112462,-106.4414276,3.226078799,2.805970149,1.833688699,-42.76012632,-52.29268026,-37.59860902,-36.06623988,-2.130997054,-91.4470904
BNP PARIBAS EASY CAC 40 UCITS ETF,0,,0,U,3,0,0,0,2,2,0,Non,H,53,46 - 55,Non,20,,,,,,,,,,,,,,
BNP PARIBAS EASY EURO STOXX 50 UCITS ETF,0,,0,U,3,0,0,0,2,2,0,Non,H,53,46 - 55,Non,20,,,,,,,,,,,,,,
BNP PARIBAS EASY S&P 500 UCITS ETF,0,,0,U,3,0,0,0,2,2,0,Non,H,53,46 - 55,Non,20,,,,,,,,,,,,,,
BNP PARIBAS EASY STOXX EUROPE 600 OIL&GAS UCITS ETF,0,,0,U,3,0,0,0,4,2,2,Non,H,53,46 - 55,Non,13,,,,,,,,,,,,,,
BNP PARIBAS EASY STOXX EUROPE 600 UCITS ETF,0,,0,U,3,0,0,0,3,2,1,Non,H,53,46 - 55,Non,13,,,,,,,,,,,,,,
BNP PARIBAS SA,0,,1982,A+,80,0,0,0,128,96,53,Oui,H,66,66 - 75,Non,240,-20.33098423,,-2.525606707,-1.568887538,-24.46242759,-2.773921201,,,,16.76431974,2.255390977,,,20.8519096
BODY ONE LINGERIE,0,,6,D,3,2,2,1,8,8,2,Non,H,60,56 - 65,Oui,14,15.64901577,,-4.407606707,2.519112462,-109.3384276,,-3.194029851,-4.166311301,,,13.57939098,,-2.130997054,49.1179096
BOIRON,0,,35,D,27,2,2,1,40,24,25,Non,H,59,56 - 65,Oui,20,-8.554984234,-5.479752252,0.241393293,0.562112462,-84.68642759,-0.773921201,2.805970149,1.833688699,29.17887368,33.13431974,18.52339098,22.26776012,-1.710997054,15.7719096
BOLLORE SE,0,,1999,D,34,1,1,1,49,35,29,Non,H,35,25 - 35,Non,21,-4.325984234,-7.386752252,-2.295606707,-1.170887538,-105.3084276,-1.773921201,0.805970149,-0.166311301,15.62387368,14.00231974,5.329390977,14.54076012,-0.308997054,3.247909605
BONDUELLE,0,,76,B+,17,0,0,0,56,42,25,Non,H,60,56 - 65,Non,14,-13.46598423,-5.767752252,-2.022606707,-1.185887538,-91.08142759,-1.773921201,-1.194029851,-1.166311301,17.86787368,19.16931974,6.198390977,17.02376012,-2.130997054,-1.008090395
BOOSTHEAT,0,,2,B+,15,2,2,0,18,11,14,Oui,H,54,46 - 55,Non,2,,,,,,0.226078799,-2.194029851,-3.166311301,15.81287368,16.84731974,6.848390977,17.11376012,-2.130997054,6.081909605
BOURBON MARITIME SA,0,,152,D,1,0,0,0,22,17,10,Oui,H,52,46 - 55,Non,16,,,,,,-0.773921201,-2.194029851,-2.166311301,,,,,,
BOURRELIER GROUP,0,,40,D,7,6,6,1,22,6,18,Oui,H,74,66 - 75,Non,46,-7.509984234,-4.709752252,-2.525606707,-1.238887538,-56.98642759,-0.773921201,-0.194029851,-0.166311301,12.74587368,12.14631974,4.792390977,12.05876012,-2.130997054,-2.115090395
BOURSE DIRECT SA,0,,126,D,9,1,1,1,17,12,13,Non,H,46,46 - 55,Non,38,9.071015766,,-1.672606707,-1.475887538,-107.8154276,-1.773921201,,,,11.35331974,2.145390977,,,5.624909605
BOURSORAMA SA,0,,1009,D,1,0,0,0,58,13,55,Non,H,55,46 - 55,Non,26,,,,,,-1.773921201,,,,,,,,
BOUYGUES,0,,1454,B+,60,2,2,2,59,38,43,Oui,H,68,66 - 75,Oui,36,-12.77898423,-2.392752252,-1.988606707,-1.265887538,-81.71742759,-1.773921201,-3.194029851,-2.166311301,13.39487368,14.24231974,3.913390977,14.50676012,-1.953997054,-2.425090395
BPCE FACTOR,0,,,D,2,0,0,0,92,34,65,Non,H,65,56 - 65,Non,19,,,,,,-1.773921201,,,,26.90031974,2.418390977,,,30.8839096
BRICO DISTRIBUTION,0,,0,U,0,0,0,0,7,3,7,Non,H,44,36 - 45,Non,2,,,,,,,,,,,,,,
BRICODEAL SA,0,,10,D,3,2,2,2,14,8,8,Non,H,58,56 - 65,Oui,22,,,,,,,,,,,,,,
BRIOCHE PASQUIER SA,0,,23,D,1,1,1,1,27,10,19,Non,H,63,56 - 65,Non,21,,,,,,-1.773921201,3.805970149,5.833688699,,,,,,
BUFFALO GRILL SA,0,,10,D,2,2,2,1,51,12,39,Non,,53,46 - 55,Non,2,,,,,,-0.773921201,,,,,,,,
BULL SA,0,,345,D,1,0,0,0,79,45,45,Oui,H,49,46 - 55,Non,51,,,,,,,,,,,,,,
BUREAU VERITAS,0,,986,D,51,1,1,1,55,24,42,Oui,H,64,56 - 65,Non,13,-2.253984234,-4.576752252,3.305393293,-0.269887538,-106.0294276,-1.773921201,,,21.81087368,48.26631974,10.31239098,18.33576012,-2.130997054,6.711909605
BURELLE,0,,185,C+,21,1,1,1,15,12,10,Non,H,70,66 - 75,Non,75,-19.59498423,-6.177752252,-2.176606707,-1.271887538,781.1655724,-1.773921201,-3.194029851,-2.166311301,22.51187368,31.32631974,9.584390977,16.53976012,-1.090997054,2.361909605
BUSINESS & DECISION,0,,599,D,1,0,0,0,27,12,20,Oui,H,53,46 - 55,Non,78,,,,,,-0.773921201,-1.194029851,-0.166311301,6.900873684,1.616319737,0.183390977,3.61976012,-2.130997054,-5.827090395
BUSINESS OBJECTS SA,0,,437,D,2,1,1,1,64,37,33,Non,H,58,56 - 65,Non,1,,,,,,-1.773921201,1.805970149,2.833688699,,,,,,
BUT SA,0,,0,D,2,21,21,21,22,8,15,Non,H,53,46 - 55,Non,11,,,,,,-1.773921201,1.805970149,3.833688699,,,,,,
CAFOM,0,,53,B+,13,31,31,1,18,11,12,Non,H,67,66 - 75,Oui,33,,,-2.672606707,-1.387887538,-94.80042759,2.226078799,-2.194029851,-1.166311301,8.063873684,4.719319737,1.187390977,8.71876012,-2.130997054,-5.147090395
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE SC,0,,19,A+,4,0,0,0,68,28,51,Non,H,58,56 - 65,Non,13,-26.67798423,,-3.191606707,-1.597887538,1806.618572,0.226078799,,,,12.63531974,2.558390977,,,33.2129096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE SC,0,,32,A+,5,0,0,0,52,29,33,Non,H,64,56 - 65,Non,5,-25.50398423,,-3.119606707,-1.588887538,79.52057241,-1.773921201,,,,14.19931974,2.768390977,,,38.0469096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CENTRE LOIRE SC,0,,10,A+,2,0,0,0,74,46,35,Oui,H,65,56 - 65,Non,21,,,,,,-0.773921201,,,,12.06131974,2.517390977,,,26.9309096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'ALPES-PROVENCE SC,0,,24,B+,4,0,0,0,80,35,53,Non,H,54,46 - 55,Non,4,-26.92898423,,-3.212606707,-1.600887538,2558.683572,-1.773921201,,,,10.79531974,2.267390977,,,20.5719096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'AQUITAINE SC,0,,,B+,2,0,0,0,70,32,44,Non,H,57,56 - 65,Non,8,,,,,,-1.773921201,,,,13.57831974,2.765390977,,,36.0659096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE L'ILLE-ET-VILAINE SA,0,,57,A+,3,0,0,0,58,26,43,Non,H,52,46 - 55,Non,6,-25.43698423,,-3.133606707,-1.590887538,547.7935724,-2.773921201,,,,12.67431974,2.576390977,,,33.5149096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA TOURAINE ET DU POITOU SC,0,,4,A+,1,0,0,0,77,26,59,Non,H,58,56 - 65,Non,16,-26.49098423,,-3.191606707,-1.597887538,1432.060572,-1.773921201,,,,12.44931974,2.627390977,,,31.0719096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE NORMANDIE-SEINE,0,,0,-,0,0,0,0,66,31,43,Non,H,58,56 - 65,Non,5,-26.69898423,,-3.187606707,-1.596887538,1714.194572,-1.773921201,,,,13.89231974,2.799390977,,,35.5539096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE PARIS ET D'ILE-DE-FRANCE SC,0,,10,B+,3,0,0,0,73,36,50,Non,H,68,66 - 75,Non,11,-25.05098423,,-3.112606707,-1.587887538,496.2955724,-2.773921201,,,,13.33231974,2.640390977,,,35.3389096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC SC,0,,28,A+,4,0,0,0,69,38,46,Non,H,67,66 - 75,Non,18,-27.08598423,,-3.205606707,-1.599887538,1385.420572,-0.773921201,,,,14.34331974,2.792390977,,,39.3419096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU MORBIHAN SC,0,,10,A+,5,0,0,0,53,27,33,Non,H,57,56 - 65,Non,4,-25.53298423,,-3.160606707,-1.593887538,626.9445724,-1.773921201,,,,11.73631974,2.431390977,,,25.6369096
CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL LOIRE HAUTE-LOIRE SC,0,,12,A+,1,0,0,0,54,26,33,Non,H,62,56 - 65,Non,8,-27.18498423,,-3.204606707,-1.598887538,1622.693572,-1.773921201,,,,14.95831974,3.145390977,,,30.8399096
